t,x,y,z
125640.00000000000,25397356.246934336,-5277806.2159728,-6111407.029381507
125670.00000000000,25378721.847459115,-5263076.96586724,-6203213.0837383205
125700.00000000000,25359792.68037183,-5248190.97417967,-6294901.545542975
125730.00000000000,25340569.7318182,-5233147.170438168,-6386470.684076397
125760.00000000000,25321053.996638928,-5217944.4906861475,-6477918.771073833
125790.00000000000,25301246.47832569,-5202581.877534653,-6569244.080756192
125820.00000000000,25281148.18897664,-5187058.28021498,-6660444.889861028
125850.00000000000,25260760.149251644,-5171372.6546303155,-6751519.477673793
125880.00000000000,25240083.388327274,-5155523.963407404,-6842466.126058722
125910.00000000000,25219118.943851244,-5139511.175947993,-6933283.119489945
125940.00000000000,25197867.861896805,-5123333.26848001,-7023968.74508214
125970.00000000000,25176331.19691655,-5106989.224107868,-7114521.292621706
126000.00000000000,25154509.769473158,-5090477.01345888,-7204940.312587599
126030.00000000000,25132405.132317618,-5073797.671584662,-7295221.583888697
126060.00000000000,25110018.12531489,-5056949.183839394,-7385364.662818774
126090.00000000000,25087349.83596716,-5039930.561336013,-7475367.850157085
126120.00000000000,25064401.35992079,-5022740.8223135555,-7565229.449507645
126150.00000000000,25041173.8009182,-5005378.992186198,-7654947.767329748
126180.00000000000,25017668.270749673,-4987844.103591681,-7744521.112968217
126210.00000000000,24993885.88920466,-4970135.196439636,-7833947.798683956
126240.00000000000,24969827.78402284,-4952251.317959845,-7923226.139683965
126270.00000000000,24945495.09084492,-4934191.52274958,-8012354.454151691
126300.00000000000,24920888.953163076,-4915954.872821107,-8101331.06327711
126330.00000000000,24896010.52227105,-4897540.437648883,-8190154.291286747
126360.00000000000,24870860.957214087,-4878947.294216009,-8278822.465473701
126390.00000000000,24845441.424738433,-4860174.52706073,-8367333.91622756
126420.00000000000,24819753.09924059,-4841221.228322691,-8455686.977064217
126450.00000000000,24793797.16271632,-4822086.497788338,-8543879.984655729
126480.00000000000,24767574.804709285,-4802769.442936572,-8631911.278859949
126510.00000000000,24741087.222259443,-4783269.178983737,-8719779.202750187
126540.00000000000,24714335.619851135,-4763584.828928499,-8807482.10264481
126570.00000000000,24687321.20936091,-4743715.523596057,-8895018.328136712
126600.00000000000,24660045.210005056,-4723660.401682287,-8982386.23212276
126630.00000000000,24632508.848286826,-4703418.609797623,-9069584.170833185
126660.00000000000,24604713.357943445,-4682989.302510269,-9156610.50386076
126690.00000000000,24576659.97989279,-4662371.642389296,-9243463.594190113
126720.00000000000,24548349.9621798,-4641564.800047499,-9330141.808226852
126750.00000000000,24519784.55992265,-4620567.954183536,-9416643.515826588
126780.00000000000,24490965.035258632,-4599380.291624032,-9502967.090324014
126810.00000000000,24461892.657289747,-4578001.007365449,-9589110.90856168
126840.00000000000,24432568.702028103,-4556429.30461508,-9675073.350918973
126870.00000000000,24402994.452340998,-4534664.3948321445,-9760852.801340872
126900.00000000000,24373171.197895657,-4512705.497768621,-9846447.647366514
126930.00000000000,24343100.235103983,-4490551.84150909,-9931856.28015804
126960.00000000000,24312782.867066734,-4468202.662510948,-10017077.09452888
126990.00000000000,24282220.403517623,-4445657.2056439435,-10102108.48897243
127020.00000000000,24251414.160767198,-4422914.724229163,-10186948.865690324
127050.00000000000,24220365.461646356,-4399974.480077965,-10271596.630620806
127080.00000000000,24189075.635449663,-4376835.743530602,-10356050.193466902
127110.00000000000,24157546.01787847,-4353497.793493992,-10440307.967724668
127140.00000000000,24125777.950983763,-4329959.917479623,-10524368.370711215
127170.00000000000,24093772.783108696,-4306221.411641062,-10608229.82359267
127200.00000000000,24061531.868831057,-4282281.580810633,-10691890.751412211
127230.00000000000,24029056.568905383,-4258139.738536286,-10775349.583117774
127260.00000000000,23996348.250204787,-4233795.207117677,-10858604.751589939
127290.00000000000,23963408.28566272,-4209247.317642248,-10941654.693669563
127320.00000000000,23930238.05421442,-4184495.4100205284,-11024497.850185368
127350.00000000000,23896838.940738108,-4159538.8330213362,-11107132.665981451
127380.00000000000,23863212.33599598,-4134376.9443066437,-11189557.589944795
127410.00000000000,23829359.636575088,-4109009.1104657566,-11271771.075032547
127440.00000000000,23795282.244827803,-4083434.707049342,-11353771.578299379
127470.00000000000,23760981.568812262,-4057653.118603265,-11435557.560924595
127500.00000000000,23726459.02223245,-4031663.7387014655,-11517127.48823933
127530.00000000000,23691716.024378244,-4005465.9699790208,-11598479.82975352
127560.00000000000,23656754.000065025,-3979059.2241646834,-11679613.059182845
127590.00000000000,23621574.379573308,-3952442.9221126726,-11760525.654475676
127620.00000000000,23586178.59858802,-3925616.4938345077,-11841216.097839788
127650.00000000000,23550568.098137684,-3898579.378530518,-11921682.875768995
127680.00000000000,23514744.32453331,-3871331.0246203067,-12001924.479069937
127710.00000000000,23478708.729307197,-3843870.889773582,-12081939.402888436
127740.00000000000,23442462.769151416,-3816198.440940298,-12161726.146736013
127770.00000000000,23406007.90585626,-3788313.1543801436,-12241283.21451626
127800.00000000000,23369345.606248364,-3760214.515692045,-12320609.114551086
127830.00000000000,23332477.342128772,-3731902.019843092,-12399702.35960686
127860.00000000000,23295404.59021066,-3703375.171197095,-12478561.466920625
127890.00000000000,23258128.832057092,-3674633.4835425923,-12557184.958225967
127920.00000000000,23220651.55401839,-3645676.4801208116,-12635571.359779058
127950.00000000000,23182974.24716952,-3616503.693652829,-12713719.202384375
127980.00000000000,23145098.40724714,-3587114.6663665297,-12791627.021420605
128010.00000000000,23107025.534586627,-3557508.950023234,-12869293.356866144
128040.00000000000,23068757.13405879,-3527686.105943829,-12946716.753324801
128070.00000000000,23030294.7150066,-3497645.705034417,-13023895.760051169
128100.00000000000,22991639.79118159,-3467387.327811624,-13100828.930976115
128130.00000000000,22952793.880680215,-3436910.5644277697,-13177514.824731989
128160.00000000000,22913758.505879983,-3406215.014694984,-13253952.004677987
128190.00000000000,22874535.193375513,-3375300.2881096173,-13330139.038925072
128220.00000000000,22835125.47391432,-3344166.0038758824,-13406074.5003612
128250.00000000000,22795530.882332634,-3312811.790928988,-13481756.966676183
128280.00000000000,22755752.957490902,-3281237.2879581833,-13557185.020386482
128310.00000000000,22715793.24220921,-3249442.143429175,-13632357.248860132
128340.00000000000,22675653.28320267,-3217426.01560614,-13707272.244341219
128370.00000000000,22635334.6310165,-3185188.572573347,-13781928.60397461
128400.00000000000,22594838.839961026,-3152729.4922564942,-13856324.929830411
128430.00000000000,22554167.468046688,-3120048.462443386,-13930459.82892828
128460.00000000000,22513322.076918717,-3087145.180804359,-14004331.913261803
128490.00000000000,22472304.231791805,-3054019.3549123723,-14077939.799822731
128520.00000000000,22431115.50138464,-3020670.7022623643,-14151282.110625006
128550.00000000000,22389757.45785433,-2987098.950290543,-14224357.47272888
128580.00000000000,22348231.67673063,-2953303.83639305,-14297164.518264739
128610.00000000000,22306539.736850157,-2919285.1079443516,-14369701.884457039
128640.00000000000,22264683.220290452,-2885042.5223149154,-14441968.213648021
128670.00000000000,22222663.712303944,-2850575.846888867,-14513962.1533213
128700.00000000000,22180482.801251747,-2815884.8590810234,-14585682.356125481
128730.00000000000,22138142.078537483,-2780969.3463533856,-14657127.479897557
128760.00000000000,22095643.138540845,-2745829.106231315,-14728296.187686393
128790.00000000000,22052987.578551188,-2710463.946319565,-14799187.147775842
128820.00000000000,22010176.998701017,-2674873.6843173597,-14869799.033707945
128850.00000000000,21967213.00189926,-2639058.1480333284,-14940130.524306122
128880.00000000000,21924097.193764612,-2603017.1754003055,-15010180.30369796
128910.00000000000,21880831.182558693,-2566750.61448898,-15079947.061338287
128940.00000000000,21837416.579119116,-2530258.3235217463,-15149429.49203184
128970.00000000000,21793854.9967926,-2493540.170886116,-15218626.29595592
129000.00000000000,21750148.051367775,-2456596.0351471137,-15287536.178683102
129030.00000000000,21706297.361008167,-2419425.805059908,-15356157.851203606
129060.00000000000,21662304.54618495,-2382029.379581783,-15424490.029947756
129090.00000000000,21618171.229609594,-2344406.6678834055,-15492531.436808275
129120.00000000000,21573899.03616666,-2306557.589360114,-15560280.79916242
129150.00000000000,21529489.592846252,-2268482.0736425743,-15627736.849894151
129180.00000000000,21484944.52867664,-2230180.060606841,-15694898.327416087
129210.00000000000,21440265.474656686,-2191651.5003842525,-15761763.975691391
129240.00000000000,21395454.063688233,-2152896.3533708826,-15828332.544255627
129270.00000000000,21350511.9305085,-2113914.5902362764,-15894602.788238365
129300.00000000000,21305440.711622387,-2074706.1919320263,-15960573.468384918
129330.00000000000,21260242.045234706,-2035271.1496999357,-16026243.351077646
129360.00000000000,21214917.571182404,-1995609.4650796074,-16091611.208357548
129390.00000000000,21169468.930866733,-1955721.1499155369,-16156675.817945413
129420.00000000000,21123897.767185383,-1915606.2263639662,-16221435.96326312
129450.00000000000,21078205.72446458,-1875264.726899391,-16285890.43345464
129480.00000000000,21032394.448391117,-1834696.6943201534,-16350038.0234071
129510.00000000000,20986465.58594439,-1793902.1817540806,-16413877.53377162
129540.00000000000,20940420.7853284,-1752881.2526636608,-16477407.770984156
129570.00000000000,20894261.69590372,-1711633.9808504079,-16540627.54728611
